club,asset,wikimedia_file,direct_url,license,wikipedia_page
getafe,kit-home,File:Kit body getafe2627h.png,https://upload.wikimedia.org/wikipedia/commons/7/7c/Kit_body_getafe2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Getafe CF
getafe,kit-third,File:Kit body getafe2627t.png,https://upload.wikimedia.org/wikipedia/commons/8/86/Kit_body_getafe2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Getafe CF
ghana,crest,File:Presbyterian Church of Ghana Crest.png,https://upload.wikimedia.org/wikipedia/commons/b/b5/Presbyterian_Church_of_Ghana_Crest.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Ghana
golden-state-warriors,crest,File:Golden State Warriors logo.svg,https://upload.wikimedia.org/wikipedia/en/0/01/Golden_State_Warriors_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Golden State Warriors
golden-state-warriors,kit-home,File:Kit body gswarriors association.png,https://upload.wikimedia.org/wikipedia/commons/4/44/Kit_body_gswarriors_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Golden State Warriors
green-bay-packers,crest,File:Green Bay Packers logo.svg,https://upload.wikimedia.org/wikipedia/commons/5/50/Green_Bay_Packers_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Green Bay Packers
groupama-fdj-united,crest,File:FDJ (cycling team) logo.png,https://upload.wikimedia.org/wikipedia/en/1/1c/FDJ_%28cycling_team%29_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Groupama–FDJ United
haas,crest,File:Vector search icon.svg,https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Haas
haiti,crest,File:Federation Haitienne de Football.png,https://upload.wikimedia.org/wikipedia/en/e/e7/Federation_Haitienne_de_Football.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Haiti
hamburger-sv,crest,File:Hamburger SV logo.svg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Hamburger SV
hamburger-sv,kit-away,File:Kit body hsv2627a.png,https://upload.wikimedia.org/wikipedia/commons/c/c7/Kit_body_hsv2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Hamburger SV
hamburger-sv,kit-home,File:Kit body hsv2627h.png,https://upload.wikimedia.org/wikipedia/commons/2/27/Kit_body_hsv2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Hamburger SV
hamburger-sv,kit-third,File:Kit body hsv2627t.png,https://upload.wikimedia.org/wikipedia/commons/5/57/Kit_body_hsv2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Hamburger SV
houston-astros,crest,File:Houston-Astros-Logo.svg,https://upload.wikimedia.org/wikipedia/commons/6/6b/Houston-Astros-Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Houston Astros
houston-dynamo,crest,File:Houston Dynamo FC logo.svg,https://upload.wikimedia.org/wikipedia/commons/6/66/Houston_Dynamo_FC_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Houston Dynamo FC
houston-dynamo,kit-away,File:Kit body houstondynamo26aA.png,https://upload.wikimedia.org/wikipedia/commons/1/1a/Kit_body_houstondynamo26aA.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Houston Dynamo FC
houston-dynamo,kit-home,File:Kit body houstondynamo25h.png,https://upload.wikimedia.org/wikipedia/commons/c/c9/Kit_body_houstondynamo25h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Houston Dynamo FC
houston-dynamo,kit-third,File:Kit body houston26t.png,https://upload.wikimedia.org/wikipedia/commons/5/5b/Kit_body_houston26t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Houston Dynamo FC
houston-rockets,crest,File:Houston Rockets.svg,https://upload.wikimedia.org/wikipedia/en/2/28/Houston_Rockets.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Houston Rockets
houston-rockets,kit-home,File:Kit body '26 Houston Rockets association.png,https://upload.wikimedia.org/wikipedia/commons/8/8b/Kit_body_%2726_Houston_Rockets_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Houston Rockets
houston-rockets,kit-third,File:Kit body '26 Houston Rockets statement.png,https://upload.wikimedia.org/wikipedia/commons/f/fd/Kit_body_%2726_Houston_Rockets_statement.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Houston Rockets
houston-texans,crest,File:Houston Texans logo.svg,https://upload.wikimedia.org/wikipedia/en/2/28/Houston_Texans_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Houston Texans
hull-city,crest,File:Hull old badge.png,https://upload.wikimedia.org/wikipedia/en/2/26/Hull_old_badge.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Hull City A.F.C.
hull-city,kit-away,File:Kit body hull2627a.png,https://upload.wikimedia.org/wikipedia/commons/1/1a/Kit_body_hull2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Hull City A.F.C.
hull-city,kit-home,File:Kit body hull2627h.png,https://upload.wikimedia.org/wikipedia/commons/1/1d/Kit_body_hull2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Hull City A.F.C.
hull-city,kit-third,File:Kit body hull2627t.png,https://upload.wikimedia.org/wikipedia/commons/2/2f/Kit_body_hull2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Hull City A.F.C.
indiana-pacers,crest,File:Indiana Pacers.svg,https://upload.wikimedia.org/wikipedia/en/1/1b/Indiana_Pacers.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Indiana Pacers
indiana-pacers,kit-home,File:Kit body indianapacers association.png,https://upload.wikimedia.org/wikipedia/commons/6/67/Kit_body_indianapacers_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Indiana Pacers
indiana-pacers,kit-third,File:Kit body '26 Indiana Pacers statement.png,https://upload.wikimedia.org/wikipedia/commons/f/f1/Kit_body_%2726_Indiana_Pacers_statement.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Indiana Pacers
indianapolis-colts,crest,File:Indianapolis Colts logo.svg,https://upload.wikimedia.org/wikipedia/commons/0/00/Indianapolis_Colts_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Indianapolis Colts
ineos-grenadiers,crest,File:Ineos Grenadiers Logo.png,https://upload.wikimedia.org/wikipedia/commons/f/f5/Ineos_Grenadiers_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,INEOS Grenadiers
inter-miami,crest,File:Inter Miami CF logo.svg,https://upload.wikimedia.org/wikipedia/en/5/5c/Inter_Miami_CF_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Inter Miami CF
inter-miami,kit-away,File:Kit body intermiami20a.png,https://upload.wikimedia.org/wikipedia/commons/d/d8/Kit_body_intermiami20a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Inter Miami CF
inter-miami,kit-home,File:Kit body intermiami20h.png,https://upload.wikimedia.org/wikipedia/commons/0/01/Kit_body_intermiami20h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Inter Miami CF
inter-milan,crest,File:FC Internazionale Milano 2021.svg,https://upload.wikimedia.org/wikipedia/commons/0/05/FC_Internazionale_Milano_2021.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Inter Milan
inter-milan,kit-away,File:Kit body intermilan2627a.png,https://upload.wikimedia.org/wikipedia/commons/6/66/Kit_body_intermilan2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Inter Milan
inter-milan,kit-home,File:Kit body intermilan2627h.png,https://upload.wikimedia.org/wikipedia/commons/6/6c/Kit_body_intermilan2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Inter Milan
inter-milan,kit-third,File:Kit body intermilan2627t.png,https://upload.wikimedia.org/wikipedia/commons/5/5d/Kit_body_intermilan2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Inter Milan
ipswich-town,crest,File:Ipswich Town.svg,https://upload.wikimedia.org/wikipedia/en/4/43/Ipswich_Town.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Ipswich Town F.C.
ipswich-town,kit-away,File:Kit body ipswich2627a.png,https://upload.wikimedia.org/wikipedia/commons/8/8f/Kit_body_ipswich2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Ipswich Town F.C.
ipswich-town,kit-home,File:Kit body ipswich2627h.png,https://upload.wikimedia.org/wikipedia/commons/0/0f/Kit_body_ipswich2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Ipswich Town F.C.
iran,crest,File:Iranian Business School Logo.png,https://upload.wikimedia.org/wikipedia/en/a/ad/Iranian_Business_School_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Iran
iraq,crest,File:Iraqi Women's Football League crest.png,https://upload.wikimedia.org/wikipedia/en/3/35/Iraqi_Women%27s_Football_League_crest.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Iraq
ivory-coast,crest,File:Coat of Arms of the Ivory Coast.svg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Coat_of_Arms_of_the_Ivory_Coast.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Ivory Coast
jacksonville-jaguars,crest,File:Jacksonville Jaguars logo.svg,https://upload.wikimedia.org/wikipedia/en/7/74/Jacksonville_Jaguars_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Jacksonville Jaguars
japan,crest,File:Japan national football team crest.svg,https://upload.wikimedia.org/wikipedia/en/8/84/Japan_national_football_team_crest.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Japan
jordan,crest,File:Yarmouk SC Jordan Logo.png,https://upload.wikimedia.org/wikipedia/en/4/4f/Yarmouk_SC_Jordan_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Jordan
juventus,crest,"File:Juventus FC - logo black (Italy, 2020).svg",https://upload.wikimedia.org/wikipedia/commons/e/ed/Juventus_FC_-_logo_black_%28Italy%2C_2020%29.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Juventus FC
juventus,kit-away,File:Kit body juventus2627a.png,https://upload.wikimedia.org/wikipedia/commons/3/33/Kit_body_juventus2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Juventus FC
juventus,kit-home,File:Kit body juventus2627h.png,https://upload.wikimedia.org/wikipedia/commons/6/62/Kit_body_juventus2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Juventus FC
juventus,kit-third,File:Kit body juventus2627t.png,https://upload.wikimedia.org/wikipedia/commons/6/6d/Kit_body_juventus2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Juventus FC
kansas-city-chiefs,crest,File:Kansas City Chiefs logo.svg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Kansas_City_Chiefs_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Kansas City Chiefs
kansas-city-royals,crest,File:Kansas City Royals Primary Logo.svg,https://upload.wikimedia.org/wikipedia/commons/7/78/Kansas_City_Royals_Primary_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Kansas City Royals
la-clippers,crest,File:LAClippers5.png,https://upload.wikimedia.org/wikipedia/commons/c/c3/LAClippers5.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Non-free (fair use),Los Angeles Clippers
la-clippers,kit-home,File:Kit body laclippers association 2425.png,https://upload.wikimedia.org/wikipedia/commons/d/dc/Kit_body_laclippers_association_2425.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Los Angeles Clippers
la-galaxy,crest,File:Los Angeles Galaxy logo.svg,https://upload.wikimedia.org/wikipedia/commons/7/70/Los_Angeles_Galaxy_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,LA Galaxy
la-galaxy,kit-away,File:Kit body lagalaxy25a.png,https://upload.wikimedia.org/wikipedia/commons/a/a9/Kit_body_lagalaxy25a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,LA Galaxy
la-galaxy,kit-third,File:Kit body lagalaxy24t.png,https://upload.wikimedia.org/wikipedia/commons/a/af/Kit_body_lagalaxy24t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,LA Galaxy
la-rams,crest,File:LA Rams logo.svg,https://upload.wikimedia.org/wikipedia/en/1/14/LA_Rams_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Los Angeles Rams
las-vegas-raiders,crest,File:Las Vegas Raiders logo.svg,https://upload.wikimedia.org/wikipedia/en/4/48/Las_Vegas_Raiders_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Las Vegas Raiders
lask,crest,File:LASK-Logo 2023.svg,https://upload.wikimedia.org/wikipedia/commons/a/a2/LASK-Logo_2023.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,LASK
lask,kit-away,File:Kit body lask2627a.png,https://upload.wikimedia.org/wikipedia/commons/7/73/Kit_body_lask2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,LASK
lask,kit-home,File:Kit body lask2627h.png,https://upload.wikimedia.org/wikipedia/commons/9/93/Kit_body_lask2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,LASK
lask,kit-third,File:Kit body lask2627t.png,https://upload.wikimedia.org/wikipedia/commons/5/5f/Kit_body_lask2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,LASK
lazio,crest,File:S.S. Lazio badge.svg,https://upload.wikimedia.org/wikipedia/en/c/ce/S.S._Lazio_badge.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),SS Lazio
lazio,kit-away,File:Kit body lazio2627a.png,https://upload.wikimedia.org/wikipedia/commons/6/6d/Kit_body_lazio2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SS Lazio
lazio,kit-home,File:Kit body lazio2627h.png,https://upload.wikimedia.org/wikipedia/commons/a/a1/Kit_body_lazio2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SS Lazio
lazio,kit-third,File:Kit body lazio2627t.png,https://upload.wikimedia.org/wikipedia/commons/d/d2/Kit_body_lazio2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SS Lazio
le-havre-ac,crest,File:Le Havre AC logo.svg,https://upload.wikimedia.org/wikipedia/en/f/fc/Le_Havre_AC_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Le Havre AC
le-havre-ac,kit-home,File:Kit body lehavre2627h.png,https://upload.wikimedia.org/wikipedia/commons/2/28/Kit_body_lehavre2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Le Havre AC
le-mans-fc,crest,File:Le Mans FC logo.svg,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Le Mans FC
le-mans-fc,kit-away,File:Kit body lemans2627a.png,https://upload.wikimedia.org/wikipedia/commons/b/ba/Kit_body_lemans2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Le Mans FC
le-mans-fc,kit-home,File:Kit body lemans2627h.png,https://upload.wikimedia.org/wikipedia/commons/3/36/Kit_body_lemans2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Le Mans FC
le-mans-fc,kit-third,File:Kit body lemans2627t.png,https://upload.wikimedia.org/wikipedia/commons/4/41/Kit_body_lemans2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Le Mans FC
lecce,crest,File:US Lecce crest.svg,https://upload.wikimedia.org/wikipedia/en/2/23/US_Lecce_crest.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),US Lecce
lecce,kit-away,File:Kit body lecce2627a.png,https://upload.wikimedia.org/wikipedia/commons/7/7f/Kit_body_lecce2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,US Lecce
lecce,kit-home,File:Kit body lecce2627h.png,https://upload.wikimedia.org/wikipedia/commons/6/62/Kit_body_lecce2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,US Lecce
lecce,kit-third,File:Kit body lecce2627t.png,https://upload.wikimedia.org/wikipedia/commons/f/fd/Kit_body_lecce2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,US Lecce
